i,H2,O2,N2,T,mu,muNN,rel_error
0,0.270671,0.335907,0.393422,2611.95,6.1932e-05,6.01157e-05,0.0293267
1,0.672541,0.222292,0.105167,764.774,1.964e-05,1.95198e-05,0.0061231
2,0.545052,0.373366,0.0815822,1668.12,3.63124e-05,3.56233e-05,0.0189758
3,0.370862,0.515176,0.113963,2442.25,5.44717e-05,5.29202e-05,0.0284826
4,0.0211957,0.479293,0.499512,2652.13,8.42786e-05,8.22965e-05,0.0235192
5,0.26913,0.413918,0.316952,750.385,2.6761e-05,2.69735e-05,0.00794171
6,0.410189,0.397648,0.192163,1184.03,3.19737e-05,3.19093e-05,0.00201624
7,0.343424,0.308607,0.347969,290.215,1.29818e-05,1.31291e-05,0.0113468
8,0.277131,0.260154,0.462715,2076.52,5.23141e-05,5.103e-05,0.0245463
9,0.0538023,0.161953,0.784245,2312.72,7.14069e-05,6.98373e-05,0.0219817
10,0.0791091,0.237616,0.683275,1475.43,5.15171e-05,5.12747e-05,0.00470648
11,0.077139,0.382432,0.540429,827.226,3.53253e-05,3.58761e-05,0.015593
12,0.686757,0.0588091,0.254434,494.207,1.43974e-05,1.44262e-05,0.00199729
13,0.556577,0.0266275,0.416796,932.889,2.3846e-05,2.37463e-05,0.0041814
14,0.419236,0.29662,0.284144,2211.53,4.80845e-05,4.68342e-05,0.0260034
15,0.655468,0.299059,0.0454729,1074.41,2.50407e-05,2.47558e-05,0.0113782
16,0.333282,0.396575,0.270144,2353.04,5.45032e-05,5.29871e-05,0.0278178
17,0.214718,0.140362,0.64492,778.993,2.83419e-05,2.85456e-05,0.00718957
18,0.119855,0.549804,0.330342,349.659,1.90151e-05,1.89764e-05,0.00203257
19,0.348027,0.407586,0.244387,754.368,2.4889e-05,2.50978e-05,0.0083882
20,0.535911,0.126436,0.337653,1848.92,3.85877e-05,3.78083e-05,0.0201987
21,0.490475,0.39598,0.113545,1927.36,4.17006e-05,4.07708e-05,0.0222975
22,0.295994,0.325808,0.378198,237.802,1.1858e-05,1.20022e-05,0.012157
23,0.281875,0.314532,0.403593,2262.48,5.5438e-05,5.39358e-05,0.0270974
24,0.229387,0.764169,0.00644327,2153.38,5.90111e-05,5.77828e-05,0.0208146
25,0.407719,0.305777,0.286504,2921.61,5.86498e-05,5.66558e-05,0.0339977
26,0.512388,0.430444,0.0571676,2856.93,5.36294e-05,5.1766e-05,0.0347452
27,0.23371,0.377972,0.388318,1853.4,5.11892e-05,5.01712e-05,0.0198878
28,0.121159,0.277243,0.601598,806.125,3.26145e-05,3.29376e-05,0.0099038
29,0.238157,0.246951,0.514892,761.111,2.74877e-05,2.76903e-05,0.00736866
30,0.300223,0.244592,0.455186,2730.72,6.14987e-05,5.9573e-05,0.0313134
31,0.224093,0.244296,0.531612,650.624,2.50637e-05,2.52233e-05,0.00636477
32,0.505883,0.419545,0.0745721,1424.03,3.36577e-05,3.326e-05,0.0118158
33,0.146103,0.440966,0.412931,2467.75,6.92298e-05,6.73576e-05,0.0270426
34,0.359084,0.468176,0.172739,1439.61,3.83542e-05,3.80218e-05,0.00866617
35,0.295971,0.349639,0.35439,1041.29,3.23737e-05,3.24834e-05,0.0033896
36,0.304704,0.426418,0.268878,1847.9,4.76703e-05,4.67531e-05,0.0192416
37,0.519647,0.109916,0.370437,926.747,2.44618e-05,2.44352e-05,0.00108882
38,0.367762,0.376305,0.255933,1238.9,3.41408e-05,3.40446e-05,0.00281787
39,0.309993,0.358169,0.331838,596.309,2.18958e-05,2.2054e-05,0.00722607
40,0.198414,0.50367,0.297916,2073.91,5.81597e-05,5.6822e-05,0.0230012
41,0.186069,0.604428,0.209503,1002.4,3.63071e-05,3.65115e-05,0.00562815
42,0.445452,0.344596,0.209952,561.17,1.86891e-05,1.88749e-05,0.00993806
43,0.69741,0.047193,0.255397,1011.87,2.31658e-05,2.27959e-05,0.0159676
44,0.210568,0.563847,0.225585,561.917,2.3711e-05,2.3793e-05,0.00345616
45,0.227946,0.391055,0.380998,473.614,2.03823e-05,2.03951e-05,0.000624877
46,0.493902,0.23591,0.270188,1419.8,3.34934e-05,3.31327e-05,0.0107681
47,0.166667,0.61656,0.216773,2173.31,6.30535e-05,6.16031e-05,0.023003
48,0.364816,0.27745,0.357733,2388.98,5.30127e-05,5.14845e-05,0.0288286
49,0.387729,0.147577,0.464694,2618.7,5.47773e-05,5.30288e-05,0.0319196
50,0.634986,0.295699,0.0693145,665.336,1.83556e-05,1.8378e-05,0.00121722
51,0.367361,0.522446,0.110193,1961.72,4.71354e-05,4.61157e-05,0.0216348
52,0.610339,0.163396,0.226265,732.973,1.97421e-05,1.97044e-05,0.00191285
53,0.362957,0.410138,0.226905,2196.42,5.06609e-05,4.93537e-05,0.0258038
54,0.394535,0.431614,0.17385,2109.3,4.80076e-05,4.68311e-05,0.024506
55,0.344415,0.381152,0.274434,267.533,1.23433e-05,1.25086e-05,0.0133961
56,0.312611,0.146706,0.540683,648.772,2.27412e-05,2.29081e-05,0.00733879
57,0.0978188,0.348353,0.553829,2567.56,7.46454e-05,7.25194e-05,0.0284814
58,0.118377,0.165379,0.716244,1963.36,5.9418e-05,5.80681e-05,0.0227184
59,0.106008,0.569509,0.324482,1484.82,5.21078e-05,5.17324e-05,0.00720596
60,0.436002,0.233399,0.330598,2847.47,5.603e-05,5.41111e-05,0.0342471
61,0.327823,0.339866,0.332311,904.465,2.85226e-05,2.87e-05,0.00622107
62,0.572311,0.217574,0.210115,2539.41,4.68847e-05,4.54684e-05,0.0302079
63,0.146589,0.419397,0.434014,1209.13,4.24118e-05,4.23988e-05,0.000307973
64,0.374706,0.337459,0.287835,655.205,2.19802e-05,2.21695e-05,0.00861554
65,0.407276,0.254279,0.338445,2313.97,4.99278e-05,4.85516e-05,0.0275645
66,0.394054,0.204943,0.401003,1701.99,4.08672e-05,4.02371e-05,0.0154171
67,0.0194243,0.553295,0.42728,2217.38,7.53623e-05,7.44124e-05,0.0126042
68,0.360051,0.412808,0.227141,1887.72,4.58508e-05,4.49275e-05,0.0201371
69,0.37079,0.111205,0.518006,2673.73,5.62238e-05,5.43837e-05,0.0327284
70,0.336716,0.279824,0.38346,1918.13,4.6875e-05,4.59005e-05,0.0207899
71,0.272139,0.476299,0.251562,2140.98,5.46733e-05,5.33453e-05,0.0242886
72,0.804791,0.0705183,0.124691,227.545,8.05097e-06,8.77922e-06,0.0904551
73,0.238219,0.52233,0.239451,1238.25,3.92261e-05,3.91603e-05,0.00167718
74,0.335448,0.113839,0.550713,1596.34,4.09124e-05,4.04003e-05,0.0125179
75,0.241518,0.27412,0.484362,2814.22,6.6818e-05,6.48664e-05,0.0292076
76,0.635698,0.272762,0.0915393,496.404,1.50443e-05,1.5199e-05,0.0102888
77,0.340693,0.429156,0.230152,2763.54,6.05088e-05,5.86828e-05,0.0301779
78,0.221914,0.00459641,0.77349,449.016,1.9098e-05,1.91286e-05,0.00160336
79,0.1502,0.193275,0.656525,1492.97,4.76446e-05,4.7141e-05,0.010569
80,0.182675,0.440184,0.377141,2769.77,7.17e-05,6.98294e-05,0.0260904
81,0.366173,0.248175,0.385652,2575.15,5.55894e-05,5.38586e-05,0.0311356
82,0.28129,0.652297,0.0664125,2988.32,6.89371e-05,6.74516e-05,0.0215494
83,0.606245,0.182287,0.211468,2322.54,4.3095e-05,4.1871e-05,0.0284022
84,0.714389,0.134956,0.150655,2534.14,4.27484e-05,4.13449e-05,0.0328307
85,0.606635,0.235915,0.15745,1195.14,2.76208e-05,2.73095e-05,0.0112709
86,0.748632,0.0851401,0.166228,2556.8,4.21064e-05,4.06743e-05,0.034013
87,0.169531,0.407719,0.42275,2203.86,6.21078e-05,6.05188e-05,0.0255846
88,0.445338,0.457787,0.0968748,372.698,1.42835e-05,1.45174e-05,0.0163701
89,0.114427,0.36603,0.519542,2069.6,6.32629e-05,6.17713e-05,0.0235781
90,0.153876,0.295189,0.550935,2783.55,7.33504e-05,7.12698e-05,0.0283647
91,0.270735,0.0482642,0.681001,947.754,3.0359e-05,3.05096e-05,0.00495859
92,0.394918,0.145103,0.459979,746.827,2.32851e-05,2.34423e-05,0.00675181
93,0.0644193,0.82412,0.111461,759.86,3.5726e-05,3.63807e-05,0.0183254
94,0.414527,0.4257,0.159773,1738.9,4.13989e-05,4.06857e-05,0.017229
95,0.554549,0.404959,0.040492,2724.06,5.03112e-05,4.86239e-05,0.0335365
96,0.174088,0.68833,0.137583,1684.98,5.29181e-05,5.2191e-05,0.0137403
97,0.628015,0.0963416,0.275644,2066.62,3.91097e-05,3.80838e-05,0.026232
98,0.494649,0.229569,0.275781,872.271,2.40816e-05,2.41353e-05,0.00223193
99,0.340086,0.357318,0.302596,2513.3,5.6458e-05,5.47803e-05,0.0297166
100,0.415915,0.532894,0.051191,2105.21,4.74148e-05,4.62438e-05,0.0246966
101,0.296602,0.335426,0.367972,1309.35,3.77525e-05,3.75846e-05,0.00444864
102,0.336896,0.039065,0.624039,2805.29,5.9542e-05,5.75022e-05,0.0342585
103,0.17668,0.51123,0.31209,1309.05,4.36251e-05,4.34611e-05,0.00375766
104,0.386179,0.297587,0.316234,2722.19,5.69179e-05,5.50754e-05,0.0323726
105,0.588086,0.339501,0.072413,949.663,2.40819e-05,2.39976e-05,0.00350066
106,0.149174,0.404351,0.446475,692.312,2.88491e-05,2.90694e-05,0.00763779
107,0.333093,0.0421078,0.624799,1471.68,3.85887e-05,3.82454e-05,0.00889479
108,0.305687,0.463447,0.230866,2685.72,6.15611e-05,5.98068e-05,0.0284962
109,0.274054,0.303945,0.422,1744.75,4.67962e-05,4.59907e-05,0.0172127
110,0.507381,0.225646,0.266973,1437.88,3.34302e-05,3.30397e-05,0.0116791
111,0.0695242,0.510529,0.419947,434.226,2.32564e-05,2.34951e-05,0.0102648
112,0.48661,0.352623,0.160767,1803.46,3.98754e-05,3.90927e-05,0.0196279
113,0.285678,0.424538,0.289784,2534.13,6.01928e-05,5.84907e-05,0.0282783
114,0.138515,0.494515,0.36697,2129,6.35281e-05,6.20112e-05,0.0238774
115,0.332829,0.496941,0.170229,947.691,2.96659e-05,2.98397e-05,0.00585983
116,0.48841,0.0274477,0.484143,1387.42,3.26724e-05,3.23703e-05,0.00924406
117,0.632761,0.269624,0.0976152,2411.53,4.36848e-05,4.23407e-05,0.0307677
118,0.0837966,0.684137,0.232067,2226.83,7.16638e-05,6.99441e-05,0.0239965
119,0.458335,0.0175228,0.524142,2132.44,4.46381e-05,4.36169e-05,0.0228774
120,0.419865,0.184467,0.395669,1745.42,4.06337e-05,3.99649e-05,0.0164593
121,0.483283,0.274286,0.242431,2925.76,5.51465e-05,5.32039e-05,0.035225
122,0.545847,0.267537,0.186616,628.341,1.86648e-05,1.87806e-05,0.00620782
123,0.00765068,0.851499,0.14085,736.716,3.7077e-05,3.88845e-05,0.0487495
124,0.568293,0.387757,0.0439497,2818.9,5.09487e-05,4.91905e-05,0.0345094
125,0.235595,0.494406,0.269999,380.436,1.75841e-05,1.75221e-05,0.00352397
126,0.631333,0.10479,0.263877,259.93,9.6653e-06,1.02437e-05,0.0598409
127,0.0103779,0.555444,0.434178,622.347,3.16038e-05,3.31004e-05,0.0473576
128,0.175256,0.38802,0.436724,675.4,2.74873e-05,2.76729e-05,0.00675127
129,0.129806,0.685553,0.184641,220.594,1.39271e-05,1.4095e-05,0.0120511
130,0.500201,0.485715,0.0140835,595.58,1.88437e-05,1.90464e-05,0.010757
131,0.120366,0.535397,0.344237,691.19,3.0235e-05,3.05125e-05,0.00917692
132,0.397389,0.577777,0.0248339,557.025,1.96567e-05,1.98543e-05,0.0100529
133,0.342002,0.385731,0.272267,2241.18,5.22595e-05,5.08758e-05,0.026478
134,0.274085,0.427124,0.298791,817.966,2.82654e-05,2.84842e-05,0.00774339
135,0.451167,0.128648,0.420185,2998.9,5.69332e-05,5.48777e-05,0.0361042
136,0.0410796,0.543451,0.415469,1641.83,6.00008e-05,5.98666e-05,0.00223643
137,0.361629,0.0361357,0.602236,1159.82,3.20086e-05,3.19873e-05,0.000667009
138,0.338514,0.310716,0.350769,2949.03,6.27879e-05,6.08061e-05,0.0315623
139,0.811226,0.179158,0.00961623,2130.09,3.62329e-05,3.47585e-05,0.040692
140,0.201879,0.264901,0.53322,2249.15,5.98488e-05,5.82056e-05,0.0274545
141,0.0344891,0.459418,0.506093,816.344,3.69333e-05,3.80435e-05,0.0300605
142,0.273748,0.407797,0.318455,461.888,1.91471e-05,1.91895e-05,0.00221666
143,0.565163,0.199356,0.235481,2879.96,5.12265e-05,4.94847e-05,0.0340017
144,0.379677,0.0540324,0.566291,1631.31,3.9764e-05,3.92465e-05,0.0130136
145,0.466043,0.41689,0.117067,251.984,1.07622e-05,1.11871e-05,0.0394846
146,0.146997,0.108537,0.744467,1990.54,5.76948e-05,5.62908e-05,0.0243348
147,0.116364,0.0955992,0.788037,2441.46,6.86103e-05,6.65781e-05,0.0296192
148,0.0891448,0.656488,0.254367,1082.2,4.32776e-05,4.36436e-05,0.00845844
149,0.440945,0.126575,0.43248,633.265,2.00533e-05,2.01944e-05,0.00703208
150,0.488737,0.257961,0.253302,1451.98,3.41819e-05,3.37913e-05,0.011427
151,0.487236,0.102892,0.409872,1860.56,4.00589e-05,3.92964e-05,0.0190363
152,0.238874,0.317177,0.443949,2703.46,6.54511e-05,6.35591e-05,0.0289072
153,0.440453,0.114195,0.445352,1975.61,4.32572e-05,4.23556e-05,0.0208429
154,0.26763,0.0976673,0.634702,1999.13,5.0775e-05,4.95792e-05,0.0235512
155,0.251851,0.467463,0.280685,596.708,2.34205e-05,2.35536e-05,0.00568496
156,0.217037,0.319112,0.463851,1516.01,4.52206e-05,4.47139e-05,0.0112044
157,0.0517379,0.619141,0.329121,2965.75,8.9932e-05,8.66412e-05,0.0365921
158,0.148547,0.697106,0.154347,2103.03,6.3585e-05,6.22166e-05,0.0215202
159,0.51744,0.323865,0.158695,664.14,1.98278e-05,1.99643e-05,0.00688313
160,0.428315,0.205533,0.366152,2344.93,4.93477e-05,4.79772e-05,0.0277741
161,0.33159,0.602187,0.0662227,1904.93,4.80751e-05,4.71145e-05,0.019982
162,0.31827,0.36905,0.31268,864.995,2.79852e-05,2.81821e-05,0.00703467
163,0.066373,0.162923,0.770704,899.14,3.68546e-05,3.75052e-05,0.017654
164,0.00822779,0.251153,0.740619,2975.12,8.92522e-05,8.73877e-05,0.0208903
165,0.275644,0.438776,0.28558,1197.27,3.65912e-05,3.65635e-05,0.000757133
166,0.656676,0.00147297,0.341851,414.05,1.29583e-05,1.31099e-05,0.0116985
167,0.10776,0.378372,0.513868,1452.21,5.01107e-05,4.97653e-05,0.00689257
168,0.444033,0.139932,0.416036,2489.46,5.052e-05,4.90266e-05,0.0295611
169,0.146734,0.371074,0.482192,1628.26,5.16979e-05,5.09664e-05,0.0141501
170,0.277402,0.277745,0.444853,1668.06,4.51368e-05,4.44511e-05,0.0151913
171,0.431904,0.405389,0.162706,2071.83,4.58753e-05,4.47721e-05,0.024049
172,0.351973,0.283157,0.36487,431.409,1.68231e-05,1.6941e-05,0.00700485
173,0.273149,0.361745,0.365106,209.216,1.11437e-05,1.13209e-05,0.0159019
174,0.138519,0.260692,0.600789,1273.6,4.36253e-05,4.35111e-05,0.0026183
175,0.290716,0.609494,0.0997907,553.149,2.16442e-05,2.17675e-05,0.00569634
176,0.518045,0.102175,0.379781,567.16,1.75724e-05,1.76861e-05,0.00646827
177,0.308598,0.264574,0.426828,2602.98,5.91429e-05,5.73238e-05,0.030758
178,0.444805,0.0554381,0.499757,1385.5,3.37835e-05,3.35168e-05,0.00789691
179,0.264589,0.320971,0.414441,636.103,2.38384e-05,2.39998e-05,0.00676747
180,0.463932,0.50333,0.0327377,1488.78,3.60007e-05,3.55586e-05,0.012281
181,0.87444,0.0942548,0.0313054,2511.87,3.9112e-05,3.73609e-05,0.0447696
182,0.680065,0.0868051,0.23313,301.383,1.03755e-05,1.0821e-05,0.0429412
183,0.359687,0.372323,0.26799,1913.86,4.61547e-05,4.52006e-05,0.0206722
184,0.094635,0.653651,0.251714,948.975,3.92763e-05,3.97148e-05,0.0111651
185,0.255262,0.0719769,0.672761,376.478,1.64887e-05,1.65105e-05,0.00132136
186,0.0835733,0.597924,0.318503,1959.84,6.49939e-05,6.37561e-05,0.0190443
187,0.225383,0.702684,0.0719323,1604.48,4.82508e-05,4.76881e-05,0.0116615
188,0.372599,0.285261,0.34214,1887.89,4.49154e-05,4.40188e-05,0.0199616
189,0.0183799,0.672295,0.309325,1041.6,4.55626e-05,4.70861e-05,0.0334384
190,0.353183,0.415504,0.231313,1882.76,4.6066e-05,4.51439e-05,0.0200169
191,0.191762,0.239392,0.568846,2995.64,7.34073e-05,7.13996e-05,0.0273507
192,0.0044538,0.11845,0.877096,2599.33,8.00335e-05,7.94864e-05,0.00683615
193,0.258865,0.33043,0.410704,1343.8,3.98917e-05,3.9669e-05,0.00558238
194,0.44965,0.207262,0.343088,1889.29,4.1929e-05,4.10976e-05,0.0198304
195,0.406572,0.077681,0.515747,2278.09,4.88256e-05,4.75359e-05,0.0264134
196,0.305015,0.491015,0.20397,220.835,1.13344e-05,1.14944e-05,0.014113
197,0.139692,0.549329,0.310979,1980.77,6.07416e-05,5.94564e-05,0.0211591
198,0.324201,0.381444,0.294355,2048.36,4.9983e-05,4.88149e-05,0.0233702
199,0.344126,0.504505,0.151369,794.588,2.60666e-05,2.62861e-05,0.00842213
200,0.314009,0.207565,0.478426,2562.43,5.79503e-05,5.61525e-05,0.0310234
201,0.334792,0.623753,0.0414556,2730.34,6.12756e-05,5.96112e-05,0.0271627
202,0.433036,0.245801,0.321163,936.032,2.64921e-05,2.65794e-05,0.00329556
203,0.475491,0.0814751,0.443034,823.764,2.32723e-05,2.33349e-05,0.00268959
204,0.0523307,0.401178,0.546491,1398.22,5.21471e-05,5.23544e-05,0.00397433
205,0.527028,0.26307,0.209902,923.848,2.45157e-05,2.45118e-05,0.00015954
206,0.351456,0.142253,0.506291,1092.99,3.12659e-05,3.1304e-05,0.00121923
207,0.374079,0.321042,0.304879,1071.75,3.06523e-05,3.07052e-05,0.00172541
208,0.304997,0.519293,0.17571,786.27,2.68911e-05,2.71181e-05,0.00843872
209,0.458419,0.344065,0.197516,1580.45,3.72485e-05,3.6728e-05,0.0139743
210,0.128167,0.534491,0.337342,901.019,3.59023e-05,3.62191e-05,0.00882479
211,0.414761,0.144315,0.440924,2849.81,5.66922e-05,5.47393e-05,0.0344467
212,0.0188917,0.481007,0.500102,2157.68,7.32648e-05,7.25561e-05,0.00967398
213,0.261697,0.435915,0.302388,1463.66,4.25385e-05,4.21527e-05,0.009071
214,0.37489,0.199157,0.425953,2248.06,5.01355e-05,4.87987e-05,0.0266628
215,0.282373,0.215774,0.501852,1480.16,4.11998e-05,4.07979e-05,0.00975631
216,0.545913,0.26252,0.191566,442.493,1.47283e-05,1.49559e-05,0.0154574
217,0.356327,0.392343,0.251331,1245.42,3.4656e-05,3.45574e-05,0.0028452
218,0.438043,0.181202,0.380755,577.527,1.89543e-05,1.91119e-05,0.00831403
219,0.528274,0.384472,0.087254,454.971,1.53028e-05,1.55439e-05,0.01575
220,0.256235,0.177354,0.56641,2085.75,5.32241e-05,5.18794e-05,0.0252645
221,0.262598,0.610724,0.126678,1569.44,4.52441e-05,4.47254e-05,0.0114657
222,0.476166,0.229984,0.29385,1647.45,3.75089e-05,3.69302e-05,0.0154284
223,0.308149,0.399413,0.292438,2331.63,5.55065e-05,5.39866e-05,0.027383
224,0.38697,0.378783,0.234247,327.593,1.3646e-05,1.38253e-05,0.0131432
225,0.152434,0.0589499,0.788616,2201.38,6.11129e-05,5.93831e-05,0.0283052
226,0.581569,0.153031,0.2654,2873.23,5.04541e-05,4.87698e-05,0.0333836
227,0.213458,0.428497,0.358046,845.321,3.08146e-05,3.10407e-05,0.00733652
228,0.284078,0.356519,0.359404,1019.15,3.22987e-05,3.2428e-05,0.00400307
229,0.419211,0.188588,0.392201,784.095,2.3668e-05,2.38119e-05,0.00608342
230,0.326509,0.317592,0.355899,2219.49,5.23995e-05,5.10162e-05,0.0263994
231,0.513067,0.0603364,0.426596,1415.53,3.26075e-05,3.22519e-05,0.0109068
232,0.231553,0.478332,0.290116,2196.96,5.81274e-05,5.66868e-05,0.0247823
233,0.0451639,0.468658,0.486178,1447.54,5.42665e-05,5.44902e-05,0.00412166
234,0.0628363,0.0451114,0.892052,1504.29,5.19199e-05,5.18033e-05,0.00224668
235,0.328796,0.601761,0.0694438,1086.1,3.29345e-05,3.30235e-05,0.00270243
236,0.262167,0.370719,0.367115,2886.08,6.70647e-05,6.52101e-05,0.0276528
237,0.35356,0.334027,0.312413,952.157,2.88361e-05,2.89801e-05,0.00499123
238,0.441214,0.327186,0.2316,1981.61,4.39457e-05,4.29708e-05,0.0221842
239,0.349523,0.27248,0.377997,1903.59,4.60644e-05,4.51256e-05,0.0203801
240,0.120807,0.684307,0.194885,1084.1,4.18023e-05,4.20437e-05,0.00577603
241,0.2087,0.0346779,0.756622,615.904,2.40698e-05,2.4209e-05,0.00578429
242,0.546148,0.0452785,0.408573,2909.68,5.17766e-05,5.00397e-05,0.0335459
243,0.359444,0.0224482,0.618108,2899.65,5.96044e-05,5.75059e-05,0.0352074
244,0.0895209,0.542621,0.367858,856.101,3.63437e-05,3.68188e-05,0.0130737
245,0.334679,0.349011,0.31631,1344.27,3.71037e-05,3.68947e-05,0.00563112
246,0.0406299,0.740342,0.219028,1956.79,6.95164e-05,6.85644e-05,0.0136943
247,0.578587,0.0925296,0.328883,2985.81,5.16985e-05,4.99195e-05,0.0344116
248,0.14505,0.316539,0.538411,1062.06,3.84699e-05,3.86238e-05,0.00400002
249,0.460989,0.156065,0.382946,2043.73,4.36814e-05,4.2703e-05,0.0223991
250,0.237889,0.421276,0.340835,260.62,1.34733e-05,1.34726e-05,4.96243e-05
251,0.332595,0.361916,0.30549,2552.35,5.74744e-05,5.5757e-05,0.0298816
252,0.181697,0.238359,0.579945,283.065,1.48635e-05,1.48422e-05,0.00143462
253,0.269126,0.723833,0.00704115,2479.08,6.18982e-05,6.04502e-05,0.0233943
254,0.56993,0.258741,0.171329,500.998,1.57593e-05,1.59345e-05,0.0111142
255,0.544077,0.100191,0.355732,286.637,1.08946e-05,1.13325e-05,0.0401915
256,0.0335841,0.485095,0.481321,1427.82,5.44839e-05,5.4994e-05,0.00936321
257,0.800521,0.163316,0.036163,2722.76,4.29241e-05,4.13131e-05,0.0375318
258,0.527639,0.0825102,0.389851,1018.12,2.58775e-05,2.57874e-05,0.00348281
259,0.0723559,0.468948,0.458696,2637.82,7.95036e-05,7.72014e-05,0.0289567
260,0.429225,0.387974,0.182801,1954.88,4.41519e-05,4.31878e-05,0.0218352
261,0.154565,0.555638,0.289796,2142.33,6.29681e-05,6.14931e-05,0.0234243
262,0.0284792,0.0136393,0.957881,2719.79,8.02059e-05,7.86264e-05,0.0196933
263,0.291359,0.165761,0.542881,2840.17,6.33077e-05,6.12706e-05,0.032178
264,0.235775,0.283609,0.480616,2438.38,6.10356e-05,5.92715e-05,0.028903
265,0.271377,0.423015,0.305608,1123.42,3.5148e-05,3.51976e-05,0.00141143
266,0.360564,0.232458,0.406978,241.816,1.1238e-05,1.15095e-05,0.0241554
267,0.22319,0.12659,0.65022,760.289,2.75973e-05,2.77955e-05,0.00718399
268,0.0671765,0.331532,0.601291,1942.23,6.37517e-05,6.26547e-05,0.0172072
269,0.146755,0.736266,0.116979,2793.93,7.76938e-05,7.58421e-05,0.0238334
270,0.433215,0.12649,0.440295,2486.86,5.08728e-05,4.93669e-05,0.0296028
271,0.398382,0.575517,0.0261002,2465.74,5.37336e-05,5.21804e-05,0.028905
272,0.401111,0.28696,0.311929,526.171,1.84637e-05,1.86316e-05,0.00909411
273,0.280532,0.165766,0.553702,333.697,1.49452e-05,1.49877e-05,0.00284253
274,0.127196,0.103337,0.769467,806.329,3.17981e-05,3.21037e-05,0.00960783
275,0.260731,0.453489,0.28578,1278.38,3.8899e-05,3.87738e-05,0.00321977
276,0.402693,0.433867,0.16344,1826.95,4.32612e-05,4.2435e-05,0.019099
277,0.545184,0.038278,0.416538,1358.25,3.09774e-05,3.06297e-05,0.0112248
278,0.542833,0.288523,0.168644,2841.96,5.18287e-05,5.00548e-05,0.0342264
279,0.453232,0.234476,0.312292,1514.09,3.60666e-05,3.56409e-05,0.0118039
280,0.143596,0.548252,0.308152,1683.94,5.4101e-05,5.33093e-05,0.0146348
281,0.181207,0.646021,0.172772,1447.31,4.70989e-05,4.67502e-05,0.00740248
282,0.682467,0.0489102,0.268623,1370.13,2.86473e-05,2.80638e-05,0.0203697
283,0.146963,0.682749,0.170288,1799.79,5.71978e-05,5.62576e-05,0.0164386
284,0.31479,0.371196,0.314015,874.55,2.82923e-05,2.84876e-05,0.00690474
285,0.100676,0.336391,0.562933,2585.59,7.46466e-05,7.25093e-05,0.0286328
286,0.611806,0.369142,0.0190513,1685.88,3.49754e-05,3.41851e-05,0.0225977
287,0.350552,0.367509,0.281939,2085.87,4.93166e-05,4.81317e-05,0.0240281
288,0.421772,0.0320689,0.54616,1189.55,3.09774e-05,3.08951e-05,0.00265718
289,0.293863,0.319962,0.386175,2791.87,6.32086e-05,6.13058e-05,0.0301031
290,0.392444,0.287728,0.319828,741.825,2.34651e-05,2.36462e-05,0.00771549
291,0.403145,0.40983,0.187025,2169.31,4.84911e-05,4.72535e-05,0.0255207
292,0.0585593,0.308912,0.632528,1093.97,4.32722e-05,4.38797e-05,0.0140385
293,0.3924,0.369735,0.237865,1149.47,3.17495e-05,3.17284e-05,0.00066706
294,0.422673,0.375023,0.202304,2054.11,4.5861e-05,4.47797e-05,0.023578
295,0.441925,0.483569,0.0745057,1195.26,3.15408e-05,3.14427e-05,0.00311161
296,0.367689,0.385164,0.247147,1093.71,3.13996e-05,3.14429e-05,0.00137752
297,0.430179,0.385167,0.184655,1180.85,3.13684e-05,3.12913e-05,0.00245742
298,0.356629,0.325759,0.317612,1572.57,4.03745e-05,3.98774e-05,0.0123126
299,0.394706,0.0183016,0.586993,1426.93,3.57752e-05,3.54948e-05,0.00783642
300,0.361148,0.0289648,0.609887,2961.71,6.04042e-05,5.82569e-05,0.03555
301,0.25502,0.648283,0.0966966,665.99,2.55587e-05,2.5751e-05,0.0075233
302,0.197197,0.366054,0.436749,1807.14,5.23315e-05,5.13319e-05,0.0191004
303,0.857542,0.141356,0.00110206,1435.8,2.71422e-05,2.61725e-05,0.0357262
304,0.154461,0.0473365,0.798202,890.577,3.28331e-05,3.30717e-05,0.007269
305,0.323553,0.238704,0.437743,523.233,1.96001e-05,1.97257e-05,0.00640628
306,0.640805,0.270612,0.0885833,1214.83,2.73969e-05,2.70172e-05,0.0138611
307,0.665739,0.203724,0.130537,2053.75,3.82966e-05,3.71766e-05,0.0292442
308,0.0715223,0.105711,0.822766,2551.11,7.44583e-05,7.2416e-05,0.0274294
309,0.304772,0.102208,0.59302,399.338,1.64208e-05,1.64934e-05,0.00442179
310,0.501245,0.0905281,0.408227,1351.79,3.19349e-05,3.16432e-05,0.00913435
311,0.376553,0.266095,0.357351,2659.85,5.63765e-05,5.45766e-05,0.0319256
312,0.659216,0.201222,0.139562,2008.81,3.78712e-05,3.67937e-05,0.0284524
313,0.933706,0.0527735,0.0135206,1595.8,2.80483e-05,2.6775e-05,0.0453966
314,0.1521,0.427198,0.420702,819.677,3.23419e-05,3.26097e-05,0.00827749
315,0.230485,0.259798,0.509717,741.278,2.72458e-05,2.74454e-05,0.00732395
316,0.770779,0.105447,0.123774,1921.75,3.43884e-05,3.31777e-05,0.0352074
317,0.218694,0.4556,0.325706,1907.76,5.34517e-05,5.23504e-05,0.0206049
