i,H2,O2,N2,T,mu,muNN,rel_error
1367,0.450102,0.299349,0.250548,651.69,2.05398e-05,2.07089e-05,0.00822985
1368,0.366087,0.352549,0.281364,1456.31,3.80811e-05,3.77321e-05,0.00916426
1369,0.320756,0.168571,0.510673,1235.24,3.49951e-05,3.4913e-05,0.00234574
1370,0.709997,0.181779,0.108224,2921.17,4.72658e-05,4.56543e-05,0.0340945
1371,0.21843,0.115172,0.666398,2896.72,6.88686e-05,6.67497e-05,0.0307673
1372,0.278495,0.445738,0.275766,1659.42,4.55665e-05,4.49001e-05,0.0146261
1373,0.521871,0.462108,0.016021,2946.33,5.44843e-05,5.25376e-05,0.03573
1374,0.356293,0.258192,0.385515,2767.28,5.89293e-05,5.70155e-05,0.032476
1375,0.22668,0.445096,0.328224,1153.79,3.75923e-05,3.76167e-05,0.000648876
1376,0.443984,0.0340493,0.521967,1936.14,4.23267e-05,4.15e-05,0.0195297
1377,0.53674,0.267187,0.196073,1630.01,3.57265e-05,3.511e-05,0.0172568
1378,0.488885,0.144064,0.367051,1748.39,3.84658e-05,3.78008e-05,0.0172866
1379,0.140343,0.413005,0.446652,2291.47,6.60765e-05,6.43353e-05,0.0263514
1380,0.442276,0.453321,0.104402,2720.42,5.48644e-05,5.3082e-05,0.0324859
1381,0.284529,0.310307,0.405165,293.809,1.38208e-05,1.38666e-05,0.00331807
1382,0.346044,0.0839349,0.570021,1735.7,4.27935e-05,4.21111e-05,0.0159462
1383,0.208535,0.608322,0.183143,2901.29,7.29725e-05,7.13766e-05,0.0218698
1384,0.715571,0.149021,0.135408,2096.36,3.76319e-05,3.64178e-05,0.0322632
1385,0.630455,0.0448466,0.324698,1319.14,2.87802e-05,2.83275e-05,0.0157281
1386,0.321507,0.446382,0.232111,1233.05,3.57015e-05,3.56282e-05,0.00205221
1387,0.18805,0.338902,0.473048,2369.97,6.34427e-05,6.16863e-05,0.0276845
1388,0.0205883,0.851778,0.127634,893.836,4.19755e-05,4.34705e-05,0.0356139
1389,0.116723,0.632175,0.251103,628.922,2.87812e-05,2.90105e-05,0.00796888
1390,0.464485,0.314353,0.221163,283.268,1.15818e-05,1.19441e-05,0.0312816
1391,0.075297,0.423049,0.501654,2016.33,6.55316e-05,6.42261e-05,0.0199212
1392,0.563966,0.312509,0.123524,2560.9,4.76835e-05,4.61952e-05,0.0312113
1393,0.202961,0.523527,0.273512,1090.63,3.74187e-05,3.75265e-05,0.00288087
1394,0.341402,0.0376025,0.620996,344.546,1.43095e-05,1.44415e-05,0.0092212
1395,0.0699524,0.487175,0.442873,1505.53,5.43885e-05,5.41615e-05,0.00417419
1396,0.0186743,0.0628749,0.918451,1144.63,4.47921e-05,4.6234e-05,0.032189
1397,0.580997,0.0998552,0.319148,1993.6,3.93301e-05,3.84053e-05,0.0235125
1398,0.50956,0.299695,0.190745,2926.87,5.41792e-05,5.22656e-05,0.0353206
1399,0.420338,0.329658,0.250004,534.375,1.84243e-05,1.86038e-05,0.00974217
1400,0.403612,0.444857,0.151531,235.733,1.08238e-05,1.11574e-05,0.0308181
1401,0.245452,0.306179,0.448369,1115.87,3.55736e-05,3.56217e-05,0.00135327
1402,0.216195,0.521657,0.262148,393.697,1.84227e-05,1.83467e-05,0.00412956
1403,0.40251,0.514395,0.0830951,1416.01,3.66263e-05,3.63086e-05,0.00867467
1404,0.0255021,0.112577,0.861921,2346.76,7.3557e-05,7.25609e-05,0.0135409
1405,0.163127,0.446964,0.389909,576.26,2.51585e-05,2.52615e-05,0.00409467
1406,0.457886,0.283061,0.259053,398.095,1.46178e-05,1.48421e-05,0.0153444
1407,0.398909,0.444462,0.156629,2838.84,5.85281e-05,5.66443e-05,0.032187
1408,0.592383,0.17557,0.232047,1716.66,3.54524e-05,3.47139e-05,0.0208302
1409,0.462239,0.21,0.327761,1034.94,2.76525e-05,2.76495e-05,0.000110065
1410,0.120619,0.192619,0.686762,2007.21,6.03438e-05,5.89205e-05,0.0235878
1411,0.0664079,0.262112,0.67148,527.161,2.58553e-05,2.62421e-05,0.0149593
1412,0.321676,0.324821,0.353503,374.634,1.57599e-05,1.58313e-05,0.00453033
1413,0.185519,0.799191,0.0152899,2697.28,7.27252e-05,7.12109e-05,0.0208227
1414,0.192691,0.145449,0.66186,2972.36,7.22948e-05,7.0188e-05,0.029142
1415,0.773381,0.0338988,0.192721,2201.85,3.74987e-05,3.61526e-05,0.0358975
1416,0.241252,0.111428,0.64732,560.33,2.19843e-05,2.20894e-05,0.00478137
1417,0.292174,0.353309,0.354517,2280.26,5.53374e-05,5.38401e-05,0.0270575
1418,0.403312,0.0806261,0.516062,1761.75,4.11493e-05,4.0482e-05,0.0162184
1419,0.152135,0.178314,0.669551,1531.3,4.82958e-05,4.77217e-05,0.0118867
1420,0.619857,0.0182267,0.361916,492.875,1.49015e-05,1.4974e-05,0.00486418
1421,0.326719,0.330799,0.342482,2559.18,5.776e-05,5.60207e-05,0.0301135
1422,0.0846808,0.466911,0.448408,1198.3,4.56094e-05,4.58292e-05,0.004819
1423,0.527162,0.409228,0.0636103,1686.45,3.71267e-05,3.64273e-05,0.0188385
1424,0.58759,0.19558,0.21683,448.478,1.44078e-05,1.46084e-05,0.0139268
1425,0.395775,0.444258,0.159967,2122.19,4.81981e-05,4.70059e-05,0.0247355
1426,0.479298,0.0880585,0.432644,2984.92,5.53993e-05,5.34122e-05,0.0358685
1427,0.560691,0.234958,0.204351,1870.25,3.84855e-05,3.76287e-05,0.0222633
1428,0.206853,0.456238,0.336909,1658.08,4.92364e-05,4.85083e-05,0.0147871
1429,0.338573,0.377992,0.283435,2328.85,5.37766e-05,5.22889e-05,0.0276635
1430,0.461572,0.270797,0.26763,2444.05,4.96447e-05,4.81895e-05,0.0293111
1431,0.135661,0.474907,0.389432,1772.79,5.61351e-05,5.51652e-05,0.0172785
1432,0.343286,0.275415,0.381298,911.169,2.81227e-05,2.82843e-05,0.00574531
1433,0.4095,0.486884,0.103616,2950.12,5.97045e-05,5.77702e-05,0.0323983
1434,0.470128,0.413712,0.11616,1001.22,2.7242e-05,2.7277e-05,0.00128222
1435,0.126739,0.271163,0.602098,535.49,2.44853e-05,2.46011e-05,0.00472862
1436,0.163206,0.637384,0.19941,1363.57,4.61708e-05,4.59562e-05,0.00464769
1437,0.0848881,0.668638,0.246474,2027.34,6.69823e-05,6.56168e-05,0.0203859
1438,0.146028,0.355712,0.49826,739.675,3.01383e-05,3.03889e-05,0.00831568
1439,0.297358,0.044527,0.658115,2181.59,5.21093e-05,5.07202e-05,0.0266575
1440,0.232679,0.340869,0.426452,1411.23,4.24316e-05,4.21008e-05,0.00779715
1441,0.710501,0.252164,0.0373347,2463.69,4.22917e-05,4.08536e-05,0.0340034
1442,0.0841638,0.46032,0.455516,1540.22,5.41612e-05,5.37555e-05,0.00749015
1443,0.351811,0.599813,0.0483763,244.448,1.17316e-05,1.19038e-05,0.0146813
1444,0.158538,0.410237,0.431225,1693.03,5.25714e-05,5.17344e-05,0.0159213
1445,0.440856,0.353733,0.205411,2152.84,4.65753e-05,4.53979e-05,0.0252801
1446,0.387796,0.035864,0.57634,1040.98,2.90993e-05,2.91448e-05,0.00156348
1447,0.521006,0.162018,0.316977,879.125,2.36599e-05,2.36654e-05,0.000229703
1448,0.354591,0.100306,0.545102,2455.83,5.37962e-05,5.21753e-05,0.0301309
1449,0.121485,0.640857,0.237658,1019.89,3.98638e-05,4.01527e-05,0.00724712
1450,0.21949,0.490227,0.290283,1737.36,5.02709e-05,4.94368e-05,0.016591
1451,0.686674,0.0432623,0.270063,1490.08,3.02306e-05,2.95467e-05,0.0226243
1452,0.280569,0.460066,0.259365,1000.91,3.22967e-05,3.24506e-05,0.00476749
1453,0.36078,0.25324,0.38598,2046.19,4.78186e-05,4.67083e-05,0.0232195
1454,0.27692,0.392225,0.330856,1408.78,4.06524e-05,4.03492e-05,0.00745742
1455,0.394372,0.257094,0.348534,921.464,2.70715e-05,2.71977e-05,0.00466369
1456,0.374904,0.299576,0.325519,1945.17,4.57891e-05,4.48182e-05,0.0212043
1457,0.341224,0.607146,0.05163,2296.67,5.40902e-05,5.26899e-05,0.0258869
1458,0.191008,0.393469,0.415524,2437.43,6.47895e-05,6.30189e-05,0.0273285
1459,0.375489,0.259081,0.36543,2752.64,5.77252e-05,5.58377e-05,0.0326981
1460,0.188364,0.567164,0.244472,2424.84,6.5866e-05,6.42231e-05,0.0249431
1461,0.197964,0.385144,0.416892,2141.29,5.87994e-05,5.73258e-05,0.0250603
1462,0.657122,0.202728,0.140149,1825.39,3.55545e-05,3.46175e-05,0.0263522
1463,0.322917,0.121248,0.555835,2442.52,5.52534e-05,5.35834e-05,0.0302248
1464,0.538248,0.191745,0.270007,2662.66,4.94681e-05,4.79138e-05,0.0314197
1465,0.191618,0.538465,0.269916,1581.9,4.89083e-05,4.83123e-05,0.0121848
1466,0.395484,0.324675,0.279841,2799.17,5.76495e-05,5.57534e-05,0.0328905
1467,0.539813,0.124403,0.335785,2759.74,5.04174e-05,4.87964e-05,0.0321518
1468,0.272082,0.305381,0.422536,2476.56,5.94926e-05,5.77569e-05,0.0291756
1469,0.320653,0.285461,0.393886,1602.69,4.21445e-05,4.15926e-05,0.013096
1470,0.306191,0.529339,0.164469,1581.14,4.3182e-05,4.26516e-05,0.0122835
1471,0.806438,0.0342348,0.159327,2589.05,4.11195e-05,3.95909e-05,0.0371736
1472,0.471048,0.398091,0.130862,2346.17,4.83417e-05,4.69642e-05,0.0284937
1473,0.329464,0.356846,0.31369,627.613,2.22588e-05,2.24374e-05,0.0080242
1474,0.329554,0.038941,0.631505,1603.56,4.10219e-05,4.05082e-05,0.0125218
1475,0.360912,0.523792,0.115296,1300.13,3.58872e-05,3.57279e-05,0.00443828
1476,0.247643,0.305952,0.446405,2066.99,5.39705e-05,5.26542e-05,0.0243887
1477,0.35677,0.535768,0.107461,250.582,1.18191e-05,1.20049e-05,0.0157219
1478,0.156855,0.61354,0.229605,1340.75,4.58807e-05,4.56988e-05,0.0039652
1479,0.464508,0.0405562,0.494935,2012.63,4.27915e-05,4.1893e-05,0.0209958
1480,0.382917,0.410137,0.206947,2730.18,5.76627e-05,5.58431e-05,0.0315557
1481,0.10509,0.445998,0.448912,2783.07,7.90655e-05,7.67868e-05,0.0288204
1482,0.255968,0.0725332,0.671499,2261.99,5.57555e-05,5.41582e-05,0.0286491
1483,0.156107,0.347419,0.496474,953.842,3.54084e-05,3.56318e-05,0.0063075
1484,0.0654616,0.774122,0.160416,743.945,3.49427e-05,3.55715e-05,0.0179964
1485,0.138748,0.532879,0.328373,1365.58,4.70859e-05,4.68582e-05,0.00483618
1486,0.50841,0.144183,0.347408,2454.98,4.76911e-05,4.63313e-05,0.0285122
1487,0.0673371,0.543342,0.389321,1487.21,5.44731e-05,5.43096e-05,0.00300222
1488,0.0325281,0.808579,0.158892,1647.12,6.28519e-05,6.28089e-05,0.000683831
1489,0.253579,0.271719,0.474702,1293.47,3.88843e-05,3.87248e-05,0.00410318
1490,0.513822,0.00264947,0.483528,1020.68,2.60416e-05,2.59571e-05,0.00324692
1491,0.20714,0.408429,0.384431,1784.17,5.15064e-05,5.05655e-05,0.0182675
1492,0.389347,0.351409,0.259244,1956.72,4.55699e-05,4.45879e-05,0.0215479
1493,0.457509,0.289409,0.253082,476.755,1.65237e-05,1.67161e-05,0.0116445
1494,0.619551,0.334802,0.0456469,2774.35,4.85851e-05,4.69389e-05,0.0338825
1495,0.192507,0.459605,0.347888,2173.34,6.01997e-05,5.87132e-05,0.024693
1496,0.11109,0.0894195,0.799491,2559.12,7.12379e-05,6.90942e-05,0.0300923
1497,0.796848,0.077589,0.125563,683.88,1.69303e-05,1.66131e-05,0.0187331
1498,0.157873,0.294792,0.547334,2778.13,7.2906e-05,7.08392e-05,0.0283486
1499,0.0146167,0.675081,0.310303,1233.8,5.13622e-05,5.28049e-05,0.0280887
1500,0.237833,0.24836,0.513807,2203.01,5.66611e-05,5.51358e-05,0.0269195
1501,0.448586,0.41564,0.135774,2703.14,5.4212e-05,5.24485e-05,0.03253
1502,0.611291,0.154903,0.233806,1209.54,2.76365e-05,2.7301e-05,0.0121362
1503,0.373661,0.174786,0.451553,1747.96,4.22507e-05,4.15578e-05,0.0163978
1504,0.221598,0.524002,0.254401,2625.72,6.66356e-05,6.49349e-05,0.0255229
1505,0.660651,0.250129,0.0892208,760.014,1.97225e-05,1.96326e-05,0.00455523
1506,0.20034,0.313968,0.485692,1609.3,4.7949e-05,4.72732e-05,0.014095
1507,0.300554,0.126298,0.573148,659.162,2.32082e-05,2.3376e-05,0.00723188
1508,0.374131,0.260696,0.365174,1470.97,3.7813e-05,3.74538e-05,0.00949935
1509,0.387658,0.343673,0.268669,2121.94,4.81837e-05,4.69971e-05,0.024626
1510,0.669353,0.0355249,0.295122,562.991,1.58509e-05,1.58087e-05,0.00265947
1511,0.693063,0.177614,0.129323,962.843,2.26128e-05,2.23178e-05,0.0130448
1512,0.139672,0.434217,0.426111,2373.24,6.78859e-05,6.60707e-05,0.0267383
1513,0.368733,0.321645,0.309622,300.229,1.30082e-05,1.31868e-05,0.0137314
1514,0.557314,0.0735121,0.369174,2907.85,5.14507e-05,4.97255e-05,0.0335308
1515,0.0240694,0.790141,0.18579,220.157,1.58136e-05,1.71053e-05,0.0816831
1516,0.421216,0.124159,0.454626,2465.23,5.10555e-05,4.95534e-05,0.0294225
1517,0.11075,0.513196,0.376054,1649.52,5.53154e-05,5.46002e-05,0.0129298
1518,0.197225,0.677621,0.125155,2282.03,6.32175e-05,6.17744e-05,0.0228264
1519,0.351757,0.315716,0.332527,1072.32,3.12615e-05,3.13253e-05,0.00203988
1520,0.505427,0.216883,0.27769,1305.6,3.13485e-05,3.10842e-05,0.00843019
1521,0.376701,0.377081,0.246218,2716.63,5.76467e-05,5.58247e-05,0.0316068
1522,0.387277,0.226864,0.385859,1150.87,3.15875e-05,3.15631e-05,0.000772281
1523,0.437491,0.515364,0.0471448,2701.78,5.50574e-05,5.3296e-05,0.0319916
1524,0.559396,0.222959,0.217646,508.56,1.59953e-05,1.61579e-05,0.0101646
1525,0.272832,0.425516,0.301652,2816.25,6.55323e-05,6.37281e-05,0.0275318
1526,0.254015,0.715467,0.0305181,2649.32,6.57868e-05,6.43019e-05,0.0225711
1527,0.649777,0.0483111,0.301912,2940.15,4.88121e-05,4.72305e-05,0.0324015
1528,0.256009,0.536826,0.207165,1694.88,4.76976e-05,4.69727e-05,0.0151987
1529,0.398086,0.234565,0.367349,830.848,2.51214e-05,2.52753e-05,0.00612493
1530,0.8269,0.114576,0.0585242,1917.39,3.34008e-05,3.20524e-05,0.0403704
1531,0.359723,0.19688,0.443397,2441.77,5.37267e-05,5.21295e-05,0.0297283
1532,0.286809,0.406689,0.306502,2961.32,6.67321e-05,6.49068e-05,0.0273523
1533,0.228008,0.676227,0.0957641,2949.43,7.26121e-05,7.11644e-05,0.0199362
1534,0.352598,0.228119,0.419283,2368.24,5.30861e-05,5.15627e-05,0.0286972
1535,0.130302,0.656324,0.213374,1188.93,4.38659e-05,4.39529e-05,0.00198265
1536,0.538841,0.264705,0.196454,769.104,2.14898e-05,2.15498e-05,0.0027933
1537,0.136702,0.406494,0.456805,2301.01,6.65098e-05,6.47481e-05,0.0264879
1538,0.360781,0.289373,0.349846,2846.9,5.99691e-05,5.8014e-05,0.0326017
1539,0.156772,0.560138,0.28309,929.031,3.55241e-05,3.57852e-05,0.00735092
1540,0.349131,0.244259,0.406611,2794.25,5.96426e-05,5.76989e-05,0.0325877
1541,0.283161,0.389252,0.327586,805.541,2.76316e-05,2.78462e-05,0.00776462
1542,0.232515,0.261551,0.505934,2545.4,6.29417e-05,6.10786e-05,0.0296017
1543,0.0595578,0.406614,0.533828,2247.06,7.17192e-05,7.01057e-05,0.022497
1544,0.320459,0.616581,0.0629599,482.003,1.91603e-05,1.92555e-05,0.00497071
1545,0.069944,0.135917,0.794139,1893.55,6.10096e-05,6.00065e-05,0.0164424
1546,0.467527,0.425054,0.107419,1344.33,3.33342e-05,3.30589e-05,0.00825972
1547,0.41151,0.257547,0.330943,2757.6,5.60328e-05,5.41759e-05,0.03314
1548,0.302235,0.120176,0.577589,1337.2,3.7432e-05,3.72341e-05,0.00528881
1549,0.883763,0.00128286,0.114954,1191.38,2.35117e-05,2.26815e-05,0.0353074
1550,0.336444,0.250043,0.413513,335.386,1.4343e-05,1.44525e-05,0.00763306
1551,0.41653,0.158053,0.425417,2514.93,5.20687e-05,5.04914e-05,0.030293
1552,0.25253,0.498429,0.24904,2301.02,5.8735e-05,5.72292e-05,0.0256376
1553,0.583862,0.00368652,0.412452,1447.74,3.14668e-05,3.09977e-05,0.0149102
1554,0.18367,0.381348,0.434983,2839.43,7.24211e-05,7.05011e-05,0.0265114
1555,0.393789,0.353862,0.252349,1483.8,3.76505e-05,3.72644e-05,0.0102548
1556,0.408868,0.256122,0.33501,1699.8,4.0475e-05,3.98413e-05,0.0156581
1557,0.177985,0.0869489,0.735066,2959.89,7.28746e-05,7.06893e-05,0.0299871
1558,0.273541,0.363259,0.3632,2850.42,6.56762e-05,6.38076e-05,0.0284523
1559,0.156254,0.741686,0.10206,469.487,2.27415e-05,2.27087e-05,0.00144396
1560,0.394648,0.45537,0.149982,1346.93,3.54961e-05,3.52668e-05,0.00645984
1561,0.145833,0.44992,0.404247,447.774,2.16106e-05,2.1587e-05,0.00109051
1562,0.581819,0.00414175,0.414039,1062.24,2.55733e-05,2.5364e-05,0.00818452
1563,0.444423,0.413188,0.142389,2034.85,4.48862e-05,4.38291e-05,0.0235502
1564,0.628574,0.037368,0.334058,2320.2,4.21284e-05,4.09724e-05,0.0274396
1565,0.419252,0.405848,0.174899,707.662,2.24177e-05,2.26103e-05,0.00859561
1566,0.0955933,0.746753,0.157653,1764.62,6.06603e-05,5.97934e-05,0.0142897
1567,0.693138,0.206088,0.100774,1586.2,3.1684e-05,3.08843e-05,0.0252392
1568,0.070047,0.547028,0.382925,2357.27,7.45136e-05,7.26061e-05,0.0255998
1569,0.55748,0.136933,0.305587,1813.97,3.7563e-05,3.67932e-05,0.0204935
1570,0.232873,0.476476,0.290651,2981.05,7.14226e-05,6.97325e-05,0.0236636
1571,0.206859,0.712229,0.0809114,1279.81,4.22991e-05,4.22227e-05,0.00180732
1572,0.471114,0.118842,0.410044,647.822,1.98971e-05,2.0018e-05,0.00607555
1573,0.0116753,0.445387,0.542938,2228.58,7.49331e-05,7.43807e-05,0.00737278
1574,0.222212,0.73282,0.0449675,1679.73,5.01015e-05,4.94347e-05,0.0133083
1575,0.323588,0.328143,0.348269,791.995,2.61451e-05,2.63481e-05,0.00776578
1576,0.454838,0.0736302,0.471532,2897.49,5.52655e-05,5.3334e-05,0.0349503
1577,0.374257,0.580169,0.0455734,471.543,1.79187e-05,1.80678e-05,0.00832057
1578,0.0509007,0.246192,0.702907,655.352,3.04311e-05,3.11418e-05,0.0233526
1579,0.122925,0.797953,0.0791218,468.91,2.38133e-05,2.3827e-05,0.000575487
1580,0.10468,0.126114,0.769206,2581.63,7.24877e-05,7.03325e-05,0.0297317
1581,0.0403323,0.451317,0.508351,1878.22,6.50762e-05,6.44491e-05,0.00963697
1582,0.614605,0.0136491,0.371746,2083.87,3.94735e-05,3.84901e-05,0.024912
1583,0.422382,0.136589,0.441029,974.628,2.72525e-05,2.73155e-05,0.00231135
1584,0.371468,0.341322,0.28721,1818.15,4.40097e-05,4.31941e-05,0.0185333
1585,0.190235,0.309764,0.500001,2215.33,6.02712e-05,5.86637e-05,0.0266708
1586,0.799165,0.048726,0.152109,637.337,1.61067e-05,1.58132e-05,0.0182224
1587,0.251545,0.427378,0.321077,2461.7,6.11748e-05,5.94974e-05,0.0274186
1588,0.447513,0.482903,0.0695848,2199.74,4.74192e-05,4.61638e-05,0.0264761
1589,0.392533,0.218412,0.389055,2743.63,5.65865e-05,5.47171e-05,0.0330372
1590,0.48227,0.277897,0.239833,1942.29,4.18583e-05,4.09513e-05,0.021667
1591,0.175569,0.576007,0.248424,843.884,3.25928e-05,3.28543e-05,0.00802263
1592,0.439422,0.243338,0.317239,568.899,1.88215e-05,1.89903e-05,0.00896909
1593,0.0916457,0.294047,0.614307,231.367,1.43692e-05,1.46709e-05,0.0209942
1594,0.243991,0.0408675,0.715141,1542.02,4.33759e-05,4.28572e-05,0.0119578
1595,0.245825,0.198244,0.555931,563.106,2.21247e-05,2.22316e-05,0.00483035
1596,0.266423,0.432272,0.301305,1134.92,3.56006e-05,3.56402e-05,0.00111345
1597,0.3094,0.206202,0.484398,2654.56,5.96118e-05,5.77268e-05,0.0316203
1598,0.362157,0.0906055,0.547238,1347.17,3.55524e-05,3.53517e-05,0.00564358
1599,0.405313,0.273891,0.320796,1241.88,3.28683e-05,3.275e-05,0.00359942
1600,0.25854,0.408461,0.332999,2393.27,5.94712e-05,5.78426e-05,0.027384
1601,0.447533,0.0885303,0.463937,2621.33,5.19925e-05,5.03671e-05,0.0312619
1602,0.390999,0.27162,0.337381,546.504,1.90817e-05,1.92474e-05,0.00868458
1603,0.0711309,0.633792,0.295077,202.068,1.3949e-05,1.45957e-05,0.0463647
1604,0.666852,0.274585,0.0585624,499.056,1.48261e-05,1.49589e-05,0.0089562
1605,0.0920277,0.499008,0.408964,1463.08,5.20387e-05,5.17481e-05,0.00558444
1606,0.135356,0.783023,0.0816215,2985.17,8.29075e-05,8.08492e-05,0.0248264
1607,0.656658,0.168254,0.175088,1108.3,2.53705e-05,2.50357e-05,0.0131934
1608,0.197553,0.397604,0.404843,542.44,2.31131e-05,2.31776e-05,0.00278962
1609,0.320387,0.273191,0.406421,606.859,2.17957e-05,2.1958e-05,0.00744798
1610,0.317179,0.209593,0.473228,500.031,1.90735e-05,1.91843e-05,0.00580705
1611,0.190908,0.464944,0.344148,1321.22,4.29871e-05,4.27948e-05,0.00447375
1612,0.211505,0.358349,0.430146,2203.15,5.88953e-05,5.7361e-05,0.0260514
1613,0.0121679,0.83697,0.150862,2512.93,8.59483e-05,8.3761e-05,0.0254487
1614,0.251359,0.382772,0.365869,453.646,1.93041e-05,1.93206e-05,0.000853277
1615,0.549743,0.18807,0.262187,2228.52,4.35153e-05,4.23726e-05,0.0262609
1616,0.324899,0.254123,0.420978,447.442,1.76264e-05,1.7722e-05,0.00542197
1617,0.130016,0.348664,0.52132,1911.33,5.8696e-05,5.74568e-05,0.0211114
1618,0.569184,0.39445,0.0363655,200.954,8.58591e-06,9.36696e-06,0.0909688
1619,0.899143,0.0755306,0.0253261,714.339,1.66241e-05,1.61062e-05,0.0311546
1620,0.644499,0.0702225,0.285278,579.736,1.64299e-05,1.6416e-05,0.000841096
1621,0.136228,0.56454,0.299231,1483.53,5.01517e-05,4.97269e-05,0.00847088
1622,0.550554,0.0730749,0.376371,333.859,1.20044e-05,1.23374e-05,0.0277441
1623,0.289302,0.650769,0.0599283,1441.15,4.16635e-05,4.13436e-05,0.00767775
1624,0.28579,0.608581,0.105629,1536.65,4.35209e-05,4.30573e-05,0.010653
1625,0.147758,0.507176,0.345066,1738.45,5.47731e-05,5.38757e-05,0.016385
1626,0.43214,0.229642,0.338218,2333.46,4.91134e-05,4.77549e-05,0.0276593
1627,0.388227,0.223903,0.38787,872.391,2.61593e-05,2.6305e-05,0.00557177
1628,0.390242,0.288926,0.320833,2405.42,5.21293e-05,5.06182e-05,0.0289861
1629,0.685206,0.224379,0.0904147,831.815,2.06352e-05,2.04532e-05,0.00882259
1630,0.0613974,0.648775,0.289827,2877.24,8.74249e-05,8.44048e-05,0.0345448
1631,0.420764,0.164614,0.414621,2220.76,4.77232e-05,4.64992e-05,0.0256475
1632,0.205556,0.694501,0.0999431,2038.94,5.80713e-05,5.68866e-05,0.0204006
1633,0.330295,0.307946,0.361759,1602.16,4.18291e-05,4.12823e-05,0.0130729
1634,0.512577,0.252193,0.23523,2722.99,5.13363e-05,4.96575e-05,0.0327025
1635,0.123808,0.471368,0.404823,695.374,3.0022e-05,3.02923e-05,0.00900154
1636,0.338514,0.0293331,0.632153,2281.49,5.16435e-05,5.02171e-05,0.0276197
1637,0.0245144,0.339628,0.635857,2155.63,7.15238e-05,7.07547e-05,0.0107529
1638,0.57741,0.228825,0.193765,741.029,2.0383e-05,2.04031e-05,0.000986496
1639,0.355112,0.0653652,0.579523,1773.7,4.30197e-05,4.23009e-05,0.0167074
1640,0.551083,0.159536,0.289381,2590.89,4.80438e-05,4.65921e-05,0.0302178
1641,0.226093,0.355228,0.418678,1215.62,3.86579e-05,3.85986e-05,0.00153411
1642,0.603974,0.18626,0.209766,2549.22,4.59625e-05,4.45709e-05,0.0302771
1643,0.038642,0.565769,0.395589,2841.32,8.79592e-05,8.50638e-05,0.032917
1644,0.747582,0.026195,0.226223,1304.7,2.67241e-05,2.60668e-05,0.0245967
1645,0.403421,0.406281,0.190298,334.265,1.36732e-05,1.3872e-05,0.0145389
1646,0.0835504,0.192545,0.723905,489.647,2.39421e-05,2.41737e-05,0.00967093
1647,0.212545,0.0444977,0.742957,1599.8,4.59643e-05,4.53132e-05,0.0141661
1648,0.35098,0.501379,0.147641,2490.44,5.6158e-05,5.45524e-05,0.02859
1649,0.116068,0.791275,0.0926573,2037.46,6.55354e-05,6.42113e-05,0.0202041
1650,0.370833,0.294619,0.334549,447.962,1.69929e-05,1.71314e-05,0.00815297
1651,0.495796,0.128449,0.375754,2261.86,4.54946e-05,4.43248e-05,0.0257137
1652,0.0206036,0.346763,0.632634,825.22,3.70687e-05,3.85206e-05,0.0391672
1653,0.484721,0.0374325,0.477846,877.558,2.40577e-05,2.40814e-05,0.000983007
1654,0.31949,0.0753256,0.605185,490.09,1.85789e-05,1.86865e-05,0.00578766
1655,0.334537,0.518618,0.146846,1328.84,3.73092e-05,3.71226e-05,0.00500073
1656,0.225969,0.388045,0.385986,1924.01,5.30007e-05,5.18683e-05,0.021365
1657,0.432843,0.159854,0.407303,1570.43,3.73769e-05,3.6912e-05,0.0124359
1658,0.227494,0.452838,0.319668,2639.75,6.60044e-05,6.42401e-05,0.0267304
1659,0.515574,0.0803141,0.404112,2822.11,5.19214e-05,5.02046e-05,0.0330662
1660,0.23183,0.298171,0.469999,2179.86,5.68695e-05,5.53765e-05,0.0262532
1661,0.266811,0.37947,0.35372,2397.4,5.88803e-05,5.72427e-05,0.0278116
1662,0.33279,0.599348,0.0678615,1857.7,4.71986e-05,4.62998e-05,0.0190439
1663,0.090792,0.229829,0.679379,1185.11,4.3718e-05,4.39055e-05,0.00429015
1664,0.181854,0.321211,0.496935,1453.37,4.57031e-05,4.52787e-05,0.00928523
1665,0.298551,0.474022,0.227427,2998.57,6.68741e-05,6.51193e-05,0.02624
1666,0.297321,0.240395,0.462284,1591.54,4.2738e-05,4.21868e-05,0.0128969
1667,0.247633,0.308854,0.443513,2524.19,6.18407e-05,6.00409e-05,0.029105
1668,0.73644,0.035503,0.228057,2994.58,4.7016e-05,4.54723e-05,0.0328325
1669,0.190983,0.549903,0.259114,2926.05,7.45044e-05,7.27973e-05,0.0229136
1670,0.0471139,0.561277,0.391609,1122.32,4.60171e-05,4.67656e-05,0.0162667
1671,0.267352,0.360991,0.371657,1032.62,3.31526e-05,3.32758e-05,0.00371409
1672,0.752762,0.024497,0.222741,2512.16,4.13951e-05,4.00034e-05,0.0336178
1673,0.485791,0.381548,0.132661,468.249,1.60804e-05,1.62997e-05,0.0136366
1674,0.205621,0.706545,0.0878343,1027.29,3.64524e-05,3.66516e-05,0.00546537
1675,0.122874,0.475469,0.401657,2261.62,6.73463e-05,6.5627e-05,0.0255286
1676,0.523072,0.00991389,0.467014,222.813,9.26897e-06,9.87659e-06,0.0655547
