j,H2,O2,N2,T,mu
5974,0.128826,0.516432,0.354743,1546.22,5.17864e-05
5975,0.0334042,0.305265,0.661331,1048.61,4.30407e-05
5976,0.19837,0.499156,0.302474,2916.02,7.33277e-05
5977,0.296072,0.487198,0.21673,2722.96,6.28635e-05
5978,0.714664,0.031039,0.254297,1433.29,2.89791e-05
5979,0.300325,0.376211,0.323465,1305.08,3.7657e-05
5980,0.0403308,0.591401,0.368268,563.037,2.89518e-05
5981,0.703613,0.208357,0.0880299,494.673,1.43862e-05
5982,0.0542375,0.293552,0.65221,2302.74,7.23308e-05
5983,0.283912,0.484837,0.231251,2913.39,6.66257e-05
5984,0.251808,0.362443,0.385749,1694.57,4.71783e-05
5985,0.270381,0.434702,0.294917,2194.81,5.55079e-05
5986,0.24967,0.387816,0.362514,1526.03,4.41323e-05
5987,0.516784,0.390809,0.0924071,2928.61,5.42233e-05
5988,0.429949,0.168037,0.402014,1755.73,4.04204e-05
5989,0.546148,0.235541,0.218311,2439.5,4.64997e-05
5990,0.542018,0.0547957,0.403186,1141.47,2.76349e-05
5991,0.327189,0.335188,0.337624,1212.05,3.47928e-05
5992,0.190627,0.212604,0.596768,1445.41,4.46165e-05
5993,0.587841,0.256492,0.155667,1596.74,3.40214e-05
5994,0.372509,0.426676,0.200815,1365.99,3.6458e-05
5995,0.337325,0.49456,0.168116,1071.79,3.21052e-05
5996,0.314514,0.335243,0.350243,1000.99,3.09255e-05
5997,0.139145,0.507043,0.353811,2285,6.67103e-05
5998,0.864244,0.128289,0.00746702,1145.65,2.32398e-05
5999,0.516521,0.421034,0.062445,1935.73,4.10902e-05
6000,0.433024,0.136605,0.430371,724.533,2.21144e-05
6001,0.326287,0.395386,0.278326,1290.21,3.65017e-05
6002,0.263266,0.495599,0.241134,1976.24,5.23497e-05
6003,0.407691,0.219519,0.372791,2313.13,4.97769e-05
6004,0.340931,0.362126,0.296943,1129.85,3.28244e-05
6005,0.357411,0.183457,0.459132,1065.98,3.0674e-05
6006,0.205395,0.768636,0.0259694,1940.64,5.65647e-05
6007,0.156959,0.37162,0.47142,1922.19,5.72088e-05
6008,0.562872,0.416983,0.0201453,733.524,2.06678e-05
6009,0.470172,0.299191,0.230638,2337.33,4.79396e-05
6010,0.16387,0.671469,0.164661,1383.78,4.67643e-05
6011,0.124878,0.44284,0.432281,2330.63,6.83308e-05
6012,0.368622,0.366662,0.264716,678.973,2.26851e-05
6013,0.100724,0.587174,0.312102,812.189,3.4773e-05
6014,0.234032,0.449755,0.316212,2426.13,6.18561e-05
6015,0.544965,0.0572332,0.397801,2473.39,4.6473e-05
6016,0.28308,0.201886,0.515034,1981.51,5.01334e-05
6017,0.372544,0.338903,0.288553,2743.79,5.80883e-05
6018,0.357732,0.542112,0.100155,1036.58,3.09139e-05
6019,0.287455,0.356748,0.355797,1301.21,3.79999e-05
6020,0.0227964,0.523605,0.453598,521.783,2.76412e-05
6021,0.675883,0.278276,0.0458417,239.931,9.0123e-06
6022,0.347116,0.241867,0.411017,990.198,2.95758e-05
6023,0.0804,0.809782,0.109818,1029.73,4.30808e-05
6024,0.0594658,0.501807,0.438727,581.471,2.86952e-05
6025,0.31343,0.322088,0.364482,2294.57,5.42883e-05
6026,0.26294,0.474434,0.262625,2174.35,5.57773e-05
6027,0.314105,0.367353,0.318541,2140.86,5.19469e-05
6028,0.411642,0.208711,0.379647,2718.2,5.52953e-05
6029,0.151443,0.719826,0.128731,2904.06,7.9159e-05
6030,0.375713,0.384101,0.240186,474.502,1.77115e-05
6031,0.479814,0.0115007,0.508685,438.694,1.50893e-05
6032,0.289837,0.0665348,0.643628,477.001,1.87294e-05
6033,0.0715387,0.223272,0.705189,1924.97,6.22397e-05
6034,0.465619,0.13716,0.397221,1818.96,4.01821e-05
6035,0.375248,0.433136,0.191616,2221.21,5.0573e-05
6036,0.578609,0.185727,0.235664,2461.93,4.56392e-05
6037,0.304513,0.261464,0.434023,665.719,2.35326e-05
6038,0.0326205,0.371741,0.595639,1399.38,5.29856e-05
6039,0.328828,0.615585,0.055587,1757.06,4.56827e-05
6040,0.158189,0.371983,0.469828,296.69,1.59595e-05
6041,0.336479,0.114335,0.549187,2635.52,5.74233e-05
6042,0.410425,0.250432,0.339144,1761.21,4.13886e-05
6043,0.501061,0.109161,0.389777,332.638,1.24078e-05
6044,0.751056,0.0541581,0.194786,817.396,1.95082e-05
6045,0.428068,0.35639,0.215542,2714.7,5.50613e-05
6046,0.221538,0.402916,0.375546,2243.97,5.92182e-05
6047,0.318621,0.354008,0.327372,450.421,1.79494e-05
6048,0.439721,0.423241,0.137038,2085.3,4.58403e-05
6049,0.106483,0.776285,0.117232,2235.48,7.05769e-05
6050,0.245888,0.263814,0.490298,1693.39,4.70418e-05
6051,0.470584,0.164862,0.364554,541.197,1.76807e-05
6052,0.0934969,0.418772,0.487731,2971.87,8.36149e-05
6053,0.271827,0.482556,0.245617,2189.12,5.5553e-05
6054,0.261549,0.253301,0.48515,2801.08,6.5101e-05
6055,0.300567,0.487778,0.211655,474.361,1.91179e-05
6056,0.521203,0.351285,0.127512,1647.02,3.6563e-05
6057,0.187988,0.0579367,0.754076,2110.46,5.70697e-05
6058,0.327529,0.196828,0.475643,2302.3,5.31646e-05
6059,0.225169,0.768257,0.00657451,2971.74,7.38553e-05
6060,0.360281,0.325501,0.314217,960.208,2.88097e-05
6061,0.145692,0.44132,0.412988,1111.82,4.01852e-05
6062,0.0876323,0.42067,0.491697,393.596,2.10802e-05
6063,0.576167,0.0355454,0.388288,316.039,1.13556e-05
6064,0.556835,0.212539,0.230625,2892.43,5.17071e-05
6065,0.25486,0.423024,0.322116,1058.74,3.43404e-05
6066,0.518999,0.103971,0.37703,318.998,1.19103e-05
6067,0.316965,0.498101,0.184934,2071.2,5.11849e-05
6068,0.0403493,0.427283,0.532368,2439.4,7.76463e-05
6069,0.478548,0.0457054,0.475747,2571.04,4.99784e-05
6070,0.622075,0.243088,0.134837,1309.63,2.91065e-05
6071,0.306179,0.230844,0.462977,1630.52,4.30433e-05
6072,0.0687889,0.551402,0.379809,631.726,3.02545e-05
6073,0.241324,0.110807,0.647869,1951.18,5.13556e-05
6074,0.706611,0.144966,0.148423,1368.27,2.8379e-05
6075,0.55294,0.175974,0.271085,897.932,2.35036e-05
6076,0.361345,0.319767,0.318888,1469.21,3.83773e-05
6077,0.405544,0.432101,0.162355,629.172,2.09778e-05
6078,0.433134,0.391966,0.1749,1061,2.91227e-05
6079,0.261098,0.296993,0.441909,2586.37,6.19263e-05
6080,0.3395,0.185018,0.475482,1841.83,4.51577e-05
6081,0.26123,0.586598,0.152172,2450.71,6.12052e-05
6082,0.509674,0.207523,0.282802,2591.18,4.96116e-05
6083,0.349609,0.334331,0.31606,1607.22,4.12628e-05
6084,0.543022,0.44655,0.0104278,384.394,1.35722e-05
6085,0.18847,0.156062,0.655468,977.861,3.40806e-05
6086,0.38427,0.174113,0.441617,2120.56,4.77168e-05
6087,0.145649,0.403988,0.450363,421.867,2.06525e-05
6088,0.365447,0.319111,0.315443,2191.04,5.01226e-05
6089,0.452615,0.24268,0.304706,1827.14,4.09936e-05
6090,0.539346,0.353583,0.107072,2257.83,4.46624e-05
6091,0.442061,0.259927,0.298013,339.254,1.32581e-05
6092,0.436457,0.375651,0.187893,2494.13,5.17075e-05
6093,0.166338,0.536028,0.297634,1015.53,3.72307e-05
6094,0.287895,0.385493,0.326612,212.717,1.11334e-05
6095,0.36564,0.319587,0.314773,2461.03,5.42197e-05
6096,0.0863531,0.820599,0.093048,899.056,3.90173e-05
6097,0.20902,0.242612,0.548368,2635.12,6.60017e-05
6098,0.088646,0.414906,0.496448,432.768,2.24553e-05
6099,0.452197,0.261343,0.28646,1172.78,3.04267e-05
6100,0.226516,0.507756,0.265728,2257.2,5.96991e-05
6101,0.182169,0.328395,0.489436,1352.67,4.35349e-05
6102,0.00180879,0.815978,0.182213,218.849,1.60127e-05
6103,0.322956,0.43897,0.238074,600.774,2.18811e-05
6104,0.388187,0.278066,0.333747,667.511,2.19099e-05
6105,0.0579989,0.477441,0.464561,1114.51,4.47868e-05
6106,0.585261,0.041036,0.373703,575.014,1.69082e-05
6107,0.235093,0.397109,0.367798,2538.5,6.34156e-05
6108,0.324773,0.268767,0.40646,1215.26,3.47527e-05
6109,0.227204,0.423196,0.3496,1682.91,4.84755e-05
6110,0.0468536,0.451168,0.501978,790.492,3.56663e-05
6111,0.711489,0.282865,0.00564575,1511.8,3.04835e-05
6112,0.0934622,0.0729749,0.833563,610.7,2.7187e-05
6113,0.414976,0.505692,0.0793322,389.16,1.51186e-05
6114,0.635723,0.081955,0.282322,536.093,1.5677e-05
6115,0.119418,0.395828,0.484754,575.58,2.62961e-05
6116,0.0416908,0.0508945,0.907415,2024.27,6.50279e-05
6117,0.458144,0.0484426,0.493413,1801.23,3.99121e-05
6118,0.468406,0.0766049,0.454989,1553.81,3.59067e-05
6119,0.469601,0.379064,0.151335,1278.26,3.20695e-05
6120,0.454979,0.494338,0.0506833,961.024,2.69561e-05
6121,0.519491,0.119294,0.361215,2978.13,5.3821e-05
6122,0.383126,0.504921,0.111953,2675.07,5.72566e-05
6123,0.357532,0.219066,0.423402,1777.6,4.34858e-05
6124,0.415782,0.225429,0.358789,2021.05,4.51479e-05
6125,0.441401,0.531914,0.0266855,516.825,1.79624e-05
6126,0.132368,0.387234,0.480398,1138.1,4.12406e-05
6127,0.247504,0.326687,0.425808,2943.6,6.877e-05
6128,0.220259,0.595053,0.184688,1122.18,3.76703e-05
6129,0.367157,0.631353,0.00149031,360.739,1.50985e-05
6130,0.42802,0.242551,0.329429,736.215,2.26061e-05
6131,0.483363,0.198028,0.318608,1387.78,3.31582e-05
6132,0.154097,0.598362,0.247541,2076.91,6.19611e-05
6133,0.505841,0.477602,0.0165572,1040.52,2.7335e-05
6134,0.558287,0.0402171,0.401496,866.394,2.26788e-05
6135,0.445753,0.218817,0.33543,545.227,1.81692e-05
6136,0.230719,0.4284,0.340881,2179.75,5.76085e-05
6137,0.314073,0.428361,0.257566,1998.87,4.98278e-05
6138,0.281076,0.402146,0.316778,483.502,1.9599e-05
6139,0.371245,0.332174,0.296581,1096.66,3.12356e-05
6140,0.263865,0.493762,0.242373,734.859,2.67092e-05
6141,0.414602,0.146651,0.438747,2653.28,5.40326e-05
6142,0.223841,0.637031,0.139128,1670.81,4.9383e-05
6143,0.461404,0.461997,0.0765988,1980.13,4.36179e-05
6144,0.230705,0.343747,0.425548,1630.01,4.69142e-05
6145,0.386364,0.356795,0.256842,1810.84,4.33702e-05
6146,0.387585,0.276398,0.336017,622.661,2.09102e-05
6147,0.3532,0.205256,0.441544,2371.66,5.30183e-05
6148,0.0659266,0.541858,0.392216,659.138,3.12115e-05
6149,0.254925,0.248533,0.496543,1897.29,5.02799e-05
6150,0.251411,0.366671,0.381918,822.137,2.8877e-05
6151,0.0407256,0.195229,0.764046,2412.98,7.47833e-05
6152,0.292633,0.341272,0.366095,989.041,3.13426e-05
6153,0.177452,0.667115,0.155433,2461.74,6.81e-05
6154,0.180179,0.557539,0.262282,1637.74,5.08496e-05
6155,0.0608886,0.459967,0.479144,1282.47,4.90547e-05
6156,0.0277092,0.200833,0.771458,1096.7,4.39966e-05
6157,0.296097,0.558521,0.145382,1572.72,4.35668e-05
6158,0.62123,0.216103,0.162667,1782.03,3.57816e-05
6159,0.24932,0.601987,0.148692,2726.37,6.67519e-05
6160,0.160547,0.492975,0.346478,1224.53,4.24035e-05
6161,0.0176356,0.24438,0.737985,1629.27,5.85422e-05
6162,0.340264,0.259049,0.400687,2153.66,5.04575e-05
6163,0.600615,0.306233,0.0931519,2455.64,4.52238e-05
6164,0.369898,0.426006,0.204096,2989.99,6.21132e-05
6165,0.199405,0.321539,0.479056,1306.83,4.16822e-05
6166,0.0929596,0.547957,0.359083,2890.07,8.33355e-05
6167,0.563306,0.228299,0.208396,2831.28,5.07913e-05
6168,0.568975,0.0176685,0.413357,757.743,2.0549e-05
6169,0.426491,0.346499,0.22701,2005.18,4.48891e-05
6170,0.239957,0.601935,0.158108,2620.33,6.5652e-05
6171,0.266535,0.29864,0.434825,1886.32,4.97001e-05
6172,0.477679,0.0398508,0.48247,2559.12,4.98353e-05
6173,0.181021,0.716472,0.102508,212.633,1.28364e-05
6174,0.429448,0.321451,0.2491,2149.47,4.68545e-05
6175,0.119273,0.442423,0.438304,2971.84,8.12359e-05
6176,0.337606,0.454969,0.207425,1215.83,3.48531e-05
6177,0.0135016,0.33372,0.652779,902.603,3.9543e-05
6178,0.475997,0.498736,0.0252672,1393.69,3.40992e-05
6179,0.303143,0.27951,0.417347,2575.61,5.91031e-05
6180,0.614774,0.17526,0.209967,1196.39,2.74058e-05
6181,0.466841,0.368246,0.164913,2578.87,5.15983e-05
6182,0.258229,0.360061,0.38171,812.249,2.84239e-05
6183,0.105304,0.796762,0.0979333,1904.23,6.34903e-05
6184,0.268037,0.0320266,0.699936,1531.37,4.21148e-05
6185,0.571491,0.424111,0.00439811,713.934,2.01863e-05
6186,0.0722875,0.661319,0.266393,2195.68,7.17899e-05
6187,0.191873,0.336741,0.471386,1841.33,5.31747e-05
6188,0.270433,0.520503,0.209065,2043.47,5.32648e-05
6189,0.0684052,0.28915,0.642445,1561.1,5.45222e-05
6190,0.363287,0.257341,0.379373,1151.63,3.2334e-05
6191,0.171105,0.0940755,0.734819,1515.96,4.65603e-05
6192,0.397722,0.215257,0.38702,260.364,1.14424e-05
6193,0.54168,0.0135495,0.444771,1870.76,3.84791e-05
6194,0.513005,0.452034,0.0349609,687.041,2.05155e-05
6195,0.481969,0.135227,0.382804,2283.68,4.62802e-05
6196,0.481707,0.0427663,0.475526,2842.1,5.3344e-05
6197,0.236466,0.192983,0.57055,2601.07,6.32199e-05
6198,0.151421,0.515001,0.333577,1323.19,4.52982e-05
6199,0.11514,0.0364229,0.848437,568.575,2.51911e-05
6200,0.438302,0.0556487,0.506049,641.599,2.01758e-05
6201,0.177723,0.317507,0.50477,667.914,2.70141e-05
6202,0.15798,0.323615,0.518405,2234.84,6.30205e-05
6203,0.414982,0.521914,0.0631032,583.17,1.9899e-05
6204,0.371886,0.348324,0.27979,1756.31,4.29967e-05
6205,0.488763,0.500168,0.0110694,619.203,1.95273e-05
6206,0.32611,0.350658,0.323232,862.764,2.76915e-05
6207,0.178223,0.2926,0.529177,424.599,1.97757e-05
6208,0.509227,0.0617256,0.429047,1859.92,3.93167e-05
6209,0.199674,0.171832,0.628494,2183.86,5.82921e-05
6210,0.463661,0.190115,0.346224,619.624,1.95056e-05
6211,0.186255,0.495664,0.318081,1957.78,5.66716e-05
6212,0.286852,0.139474,0.573674,2145.81,5.24544e-05
6213,0.4303,0.547436,0.0222642,2379.97,5.09482e-05
6214,0.110391,0.721441,0.168168,261.955,1.60949e-05
6215,0.355254,0.568052,0.0766938,2655.52,5.8718e-05
6216,0.334524,0.0706628,0.594813,1917.97,4.62208e-05
6217,0.341228,0.255391,0.40338,2769.2,5.97616e-05
6218,0.367509,0.485668,0.146823,2097.83,4.91842e-05
6219,0.280418,0.323448,0.396135,1263.02,3.7397e-05
6220,0.342899,0.292746,0.364355,2910.58,6.18935e-05
6221,0.58439,0.201091,0.214519,2983.43,5.17984e-05
6222,0.612569,0.249576,0.137855,2300.83,4.28144e-05
6223,0.00730593,0.868904,0.12379,265.499,1.83935e-05
6224,0.349847,0.589138,0.0610157,2179.9,5.17136e-05
6225,0.301696,0.111897,0.586408,2928.62,6.37162e-05
6226,0.197526,0.540845,0.261629,257.565,1.41103e-05
6227,0.234752,0.355021,0.410227,580.523,2.31667e-05
6228,0.0167516,0.311275,0.671973,833.667,3.72492e-05
6229,0.282363,0.386244,0.331393,307.681,1.43817e-05
6230,0.449249,0.0305765,0.520175,2244.3,4.65703e-05
6231,0.23023,0.374901,0.394869,792.206,2.88116e-05
6232,0.303203,0.259299,0.437498,270.277,1.2778e-05
6233,0.0543873,0.464398,0.481215,1089.6,4.4195e-05
6234,0.388617,0.430685,0.180698,564.02,1.97592e-05
6235,0.113746,0.698652,0.187602,807.941,3.45453e-05
6236,0.223251,0.624509,0.15224,1485.74,4.55689e-05
6237,0.042087,0.70157,0.256344,2884.45,9.01568e-05
6238,0.221859,0.409628,0.368513,2763.78,6.8257e-05
6239,0.323535,0.363274,0.313191,1480.05,4.00653e-05
6240,0.436508,0.0428069,0.520685,1729.53,3.94692e-05
6241,0.376201,0.224352,0.399448,520.653,1.86323e-05
6242,0.519992,0.0651698,0.414838,2761.1,5.09539e-05
6243,0.418739,0.479542,0.101719,1225.78,3.2688e-05
6244,0.49579,0.267436,0.236774,2988.12,5.53906e-05
6245,0.402631,0.042565,0.554804,2108.04,4.63654e-05
6246,0.183579,0.42531,0.391111,1899.3,5.5302e-05
6247,0.230343,0.292438,0.477218,1421.21,4.25562e-05
6248,0.0496449,0.515079,0.435276,504.964,2.6356e-05
6249,0.197506,0.537247,0.265247,2228.52,6.13416e-05
6250,0.396105,0.381671,0.222225,2981.31,6.03755e-05
6251,0.338117,0.0562788,0.605604,933.133,2.82373e-05
6252,0.326188,0.594305,0.0795061,327.089,1.46249e-05
6253,0.502157,0.165258,0.332585,547.59,1.74205e-05
6254,0.218435,0.401343,0.380222,1347.29,4.19845e-05
6255,0.474408,0.150605,0.374987,1321.38,3.21934e-05
6256,0.552959,0.403782,0.0432592,1474.26,3.32887e-05
6257,0.705063,0.051175,0.243762,1166.35,2.53871e-05
6258,0.765597,0.0812192,0.153183,1657.86,3.11852e-05
6259,0.626768,0.349253,0.023979,1554.2,3.27636e-05
6260,0.519046,0.184881,0.296073,304.295,1.15947e-05
6261,0.299096,0.34104,0.359864,2803.95,6.31735e-05
6262,0.405557,0.261375,0.333068,2357.93,5.06658e-05
6263,0.173185,0.175841,0.650974,2095.99,5.84059e-05
6264,0.239825,0.278132,0.482042,1529.97,4.42411e-05
6265,0.378739,0.375452,0.24581,2120.5,4.86508e-05
6266,0.258468,0.336175,0.405358,2402.44,5.92592e-05
6267,0.280379,0.351156,0.368464,2790.3,6.42145e-05
6268,0.545614,0.0382426,0.416144,2481.96,4.65083e-05
6269,0.319274,0.622283,0.0584425,1676.78,4.46955e-05
6270,0.18754,0.55217,0.26029,2919.21,7.47066e-05
6271,0.44757,0.400631,0.151799,834.938,2.44995e-05
6272,0.384064,0.519141,0.0967949,1198.55,3.3257e-05
6273,0.390445,0.345203,0.264352,1588.62,3.95193e-05
6274,0.661034,0.15149,0.187476,458.878,1.39652e-05
6275,0.30105,0.462036,0.236914,1418.96,4.01084e-05
6276,0.336732,0.430093,0.233175,484.991,1.86721e-05
6277,0.687008,0.288162,0.0248304,1741.08,3.39989e-05
6278,0.786391,0.0429729,0.170636,2221.84,3.74945e-05
6279,0.463538,0.46465,0.0718122,2084.28,4.50871e-05
6280,0.52667,0.452328,0.021002,735.482,2.12731e-05
6281,0.592188,0.13809,0.269722,2382.28,4.41238e-05
6282,0.190411,0.59308,0.216509,2728.87,7.13952e-05
6283,0.6556,0.190877,0.153522,2586.09,4.49625e-05
6284,0.329813,0.0636652,0.606522,2815.95,6.01955e-05
6285,0.413351,0.554698,0.031951,1369.8,3.55866e-05
6286,0.250119,0.364536,0.385345,1621.99,4.58848e-05
6287,0.413701,0.281551,0.304749,299.459,1.24769e-05
6288,0.530103,0.167136,0.302761,1328.49,3.10746e-05
6289,0.558083,0.153783,0.288134,332.45,1.19694e-05
6290,0.0671908,0.298968,0.633841,2211.27,6.94104e-05
6291,0.355533,0.294242,0.350225,887.422,2.73622e-05
6292,0.261285,0.572875,0.16584,355.477,1.64634e-05
6293,0.230544,0.371073,0.398383,1118.71,3.64113e-05
6294,0.380147,0.471291,0.148562,2588.61,5.60079e-05
6295,0.406774,0.350312,0.242914,1684.35,4.05641e-05
6296,0.178467,0.571203,0.25033,972.456,3.57627e-05
6297,0.500513,0.406541,0.0929457,630.358,1.94761e-05
6298,0.237635,0.392648,0.369717,1699.97,4.81268e-05
6299,0.288067,0.465121,0.246812,1318.14,3.86581e-05
6300,0.186624,0.593201,0.220176,363.168,1.81441e-05
6301,0.103362,0.521037,0.375601,2779.62,7.98496e-05
6302,0.17204,0.342503,0.485457,1602.35,4.95027e-05
6303,0.376723,0.37888,0.244398,625.828,2.1336e-05
6304,0.764696,0.139907,0.0953971,2589.88,4.22281e-05
6305,0.111591,0.506904,0.381505,1628.16,5.47293e-05
6306,0.472379,0.395058,0.132563,901.787,2.5309e-05
6307,0.637612,0.0171652,0.345223,2423.37,4.3096e-05
6308,0.252361,0.0561338,0.691505,1838.36,4.85337e-05
6309,0.106817,0.868457,0.0247255,595.866,2.88592e-05
6310,0.291225,0.224496,0.484279,1181.39,3.50723e-05
6311,0.181527,0.568998,0.249475,456.438,2.12748e-05
6312,0.33318,0.36728,0.29954,2595.84,5.81287e-05
6313,0.185152,0.146759,0.668089,2672.41,6.7816e-05
6314,0.4248,0.19534,0.37986,467.548,1.66175e-05
6315,0.455042,0.347949,0.197009,1329.4,3.32352e-05
6316,0.400027,0.279875,0.320097,1878.24,4.36981e-05
6317,0.333906,0.261087,0.405006,2353.95,5.39175e-05
6318,0.142034,0.517601,0.340364,2199.77,6.48441e-05
6319,0.438743,0.215663,0.345593,2803.35,5.52533e-05
6320,0.282839,0.161988,0.555173,2178.28,5.32999e-05
6321,0.434137,0.356468,0.209394,1390.8,3.4858e-05
6322,0.544255,0.0237213,0.432024,2064.59,4.10784e-05
6323,0.547552,0.372655,0.0797931,882.654,2.35961e-05
6324,0.159696,0.443423,0.396881,1199.93,4.16495e-05
6325,0.503974,0.0424098,0.453616,1236.09,2.99143e-05
6326,0.276127,0.436611,0.287263,2485.06,6.00448e-05
6327,0.0217588,0.639526,0.338715,1483.2,5.77026e-05
6328,0.390648,0.252162,0.357189,800.407,2.4678e-05
6329,0.201802,0.443916,0.354283,1942.85,5.50987e-05
6330,0.532069,0.0399896,0.427941,1252.12,2.95875e-05
6331,0.495946,0.34099,0.163063,2990.92,5.56789e-05
6332,0.224085,0.0958314,0.680084,2734.68,6.57083e-05
6333,0.387458,0.35035,0.262192,2472.46,5.34724e-05
6334,0.346994,0.298815,0.354191,524.441,1.93108e-05
6335,0.114557,0.212923,0.67252,773.708,3.1726e-05
6336,0.251789,0.587147,0.161064,1303.86,4.02693e-05
6337,0.433135,0.447727,0.119138,1779.56,4.14719e-05
6338,0.659823,0.0998828,0.240294,1726.28,3.39991e-05
6339,0.1542,0.383752,0.462049,2596.89,7.05677e-05
6340,0.389149,0.341083,0.269768,623.092,2.09906e-05
6341,0.237597,0.222623,0.539779,2785.15,6.63237e-05
6342,0.205234,0.447935,0.346831,1703.15,5.01962e-05
6343,0.385086,0.199459,0.415455,1114.97,3.09133e-05
6344,0.250107,0.370262,0.379631,1221.11,3.7851e-05
6345,0.449326,0.41448,0.136194,2025.78,4.45793e-05
6346,0.388228,0.585674,0.0260985,1019.12,2.98364e-05
6347,0.458856,0.488593,0.0525513,739.353,2.25019e-05
6348,0.407571,0.211488,0.380941,274.73,1.17695e-05
6349,0.291507,0.136106,0.572387,508.599,1.96435e-05
6350,0.0414079,0.344523,0.614069,2302.86,7.37617e-05
6351,0.380469,0.281509,0.338022,1487.38,3.79469e-05
6352,0.00549652,0.394215,0.600289,1213.6,4.91066e-05
6353,0.520098,0.46482,0.0150829,1173.49,2.9317e-05
6354,0.373719,0.493914,0.132367,1270.94,3.48566e-05
6355,0.195743,0.353192,0.451066,1501.27,4.61398e-05
6356,0.423186,0.516198,0.0606162,632.654,2.0876e-05
6357,0.68611,0.0829093,0.23098,1955.76,3.6388e-05
6358,0.407954,0.281131,0.310915,964.505,2.76551e-05
6359,0.480986,0.228467,0.290548,1913.14,4.13411e-05
6360,0.312248,0.259764,0.427988,506.297,1.94001e-05
6361,0.520995,0.0669306,0.412074,954.565,2.48658e-05
6362,0.145105,0.493068,0.361827,1656.16,5.30799e-05
6363,0.253364,0.315703,0.430933,916.601,3.08925e-05
6364,0.542336,0.212942,0.244722,1980.31,4.04492e-05
6365,0.0952993,0.514394,0.390307,625.21,2.90092e-05
6366,0.107541,0.166452,0.726008,628.243,2.75863e-05
6367,0.337818,0.320837,0.341345,567.334,2.05705e-05
6368,0.37165,0.362373,0.265978,1419.18,3.72642e-05
6369,0.349194,0.381721,0.269085,742.091,2.45393e-05
6370,0.230811,0.479418,0.28977,2241.49,5.89804e-05
6371,0.53856,0.0376716,0.423768,374.315,1.30417e-05
6372,0.0608063,0.584928,0.354266,445.334,2.41116e-05
6373,0.323659,0.0171191,0.659222,812.434,2.59612e-05
6374,0.220329,0.0884817,0.691189,881.142,3.04978e-05
6375,0.309357,0.225309,0.465334,424.747,1.72195e-05
6376,0.19849,0.274062,0.527448,1187.18,3.89069e-05
6377,0.143641,0.0946615,0.761697,473.94,2.16995e-05
6378,0.201456,0.406899,0.391645,1249.02,4.06536e-05
6379,0.388124,0.497505,0.114372,2941.16,6.0749e-05
6380,0.0303761,0.0985024,0.871122,2468.01,7.57178e-05
6381,0.300877,0.342657,0.356465,2023.21,5.05409e-05
6382,0.48455,0.061249,0.454201,1590.53,3.60088e-05
6383,0.446322,0.364818,0.18886,2946.53,5.73728e-05
6384,0.0272343,0.633114,0.339651,228.689,1.58462e-05
6385,0.547056,0.338016,0.114928,725.466,2.0636e-05
6386,0.179904,0.396311,0.423786,445.84,2.06174e-05
6387,0.0940933,0.460112,0.445795,716.233,3.16819e-05
6388,0.797624,0.15603,0.046346,2861.63,4.4432e-05
6389,0.471168,0.426732,0.1021,2065.05,4.44278e-05
6390,0.238987,0.314503,0.44651,2940.09,6.927e-05
6391,0.464383,0.377275,0.158342,839.452,2.42324e-05
6392,0.546593,0.306882,0.146525,535.146,1.67808e-05
6393,0.353115,0.335456,0.311428,2990.24,6.2648e-05
6394,0.51604,0.479733,0.00422713,2040.47,4.27498e-05
6395,0.930463,0.054763,0.0147742,2278,3.56614e-05
6396,0.160998,0.273356,0.565646,2823.87,7.32942e-05
6397,0.393472,0.268776,0.337753,2886.82,5.87324e-05
6398,0.0753771,0.110113,0.814509,1272.02,4.60287e-05
6399,0.512988,0.349019,0.137994,1662.73,3.70111e-05
6400,0.165463,0.422489,0.412048,1328.34,4.42463e-05
6401,0.185318,0.367163,0.447519,2526.64,6.66629e-05
6402,0.219374,0.280182,0.500444,2530.72,6.37021e-05
6403,0.378625,0.34881,0.272564,1482.39,3.8108e-05
6404,0.401683,0.389443,0.208875,1124.84,3.10863e-05
6405,0.0802244,0.726138,0.193637,2374.19,7.56048e-05
6406,0.31514,0.38051,0.304351,378.144,1.60269e-05
6407,0.536126,0.307797,0.156076,2838.69,5.20941e-05
6408,0.312142,0.0308249,0.657033,1328.78,3.66679e-05
6409,0.396876,0.420329,0.182795,1841.73,4.36727e-05
6410,0.568969,0.151488,0.279543,1444,3.19904e-05
6411,0.263133,0.270105,0.466762,332.141,1.52844e-05
6412,0.418798,0.420169,0.161033,2579.64,5.38421e-05
6413,0.522089,0.2886,0.18931,1367.77,3.21092e-05
6414,0.371094,0.29763,0.331277,2352.42,5.22477e-05
6415,0.0631833,0.567112,0.369704,2705.65,8.27777e-05
6416,0.415566,0.168372,0.416062,1539.66,3.7417e-05
6417,0.858359,0.0567455,0.0848952,361.127,1.07022e-05
6418,0.174134,0.2823,0.543565,2707.82,7.02089e-05
6419,0.0760557,0.345792,0.578152,2589.65,7.70125e-05
6420,0.148983,0.0443968,0.80662,1741.98,5.22116e-05
6421,0.468984,0.10937,0.421646,2437,4.87497e-05
6422,0.678995,0.0160547,0.30495,598.231,1.64058e-05
6423,0.613444,0.102983,0.283573,1752.65,3.53302e-05
6424,0.155806,0.43564,0.408554,2887.75,7.61313e-05
